sentence_id,category,transcript
644,vowel_reduction_schwa,The photographer finally decided… to develop the negatives tomorrow.
645,vowel_reduction_schwa,The animal in the habitat... seemed remarkably adaptable.
646,vowel_reduction_schwa,"The parade on Saturday... was practically unforgettable, wasn't it?"
647,vowel_reduction_schwa,The photographer snapped a memorable picture... capturing the moment effortlessly.
648,vowel_reduction_schwa,"The committee decided... to postpone the festival, unfortunately."
649,vowel_reduction_schwa,"Samantha's photography portfolio... is definitely remarkable, honestly."
650,glottal_flap,She quickly jotted the gritty details of that chaotic encounter.
651,glottal_flap,"While chatting at a café, she giggled over the witty anecdote about their autumn escapades."
652,glottal_flap,"She effortlessly juggled a platter of ripe, juicy tomatoes while chatting casually."
653,glottal_flap,"After the heavy rainfall, she swiftly patted the muddy footpath near that ancient statue."
654,glottal_flap,"After the party, we swiftly petted the kitty sitting by the gutter."
655,glottal_flap,"While waiting, Betty spotted a kitten sitting quietly on the rickety metal gate."
656,glottal_flap,She muttered bitterly about the clutter in her apartment.
657,glottal_flap,"Despite the bitter weather, she chattered excitedly about her latest kitten adoption."
658,glottal_flap,"Amidst the clutter, the jittery cat darted across the gritty carpet."
659,glottal_flap,"After debating it intensely, he finally decided to swap his old metal detector for a newer model."
660,glottal_flap,"After the party, she muttered softly about her ability to juggle commitments in Seattle."
661,glottal_flap,She barely noticed the waiter muttering as he set down her platter of battered fish tacos.
662,glottal_flap,"Despite the muttered chatter, she meticulously scrutinized each subtle detail."
663,glottal_flap,"When the actor muttered about the little gadget, I couldn't help but giggle."
664,glottal_flap,"Amidst the clutter, she subtly noted how he flitted between tasks."
665,glottal_flap,"Sitting at the intersection, she eagerly waited to submit her lottery ticket."
666,glottal_flap,"After the meeting, she eagerly uttered a letter to the editor about the chaotic festivities."
667,glottal_flap,"Amid the clatter, he subtly uttered his gratitude for the brittle artifact's survival."
668,glottal_flap,Betty muttered softly as she knitted a sweater by the window.
669,glottal_flap,"Amid the chatter, I watched her knitted sweater unravel bit by bit."
670,glottal_flap,"Trying to eat the peanut butter with a jittery, effortless flick resulted in laughter."
671,glottal_flap,"The kitten settled softly on the ladder, battering its tiny paws against each rung."
672,glottal_flap,"After she knitted the sweater, it looked utterly perfect in that dimly lit setting."
673,glottal_flap,"Lately, I've noticed Patty buttering toast rapidly while chattering about her kitten."
674,glottal_flap,"Setting aside the letter, she muttered softly about her bitter setback."
675,glottal_flap,She didn't utter a word after noticing the subtle pattern on the pottery.
676,glottal_flap,"Fitting the saddle was tricky, but she got it to settle just right."
677,glottal_flap,"A little later, she'll cuddle the kitten that's sitting by the window."
678,glottal_flap,Katie's kitten swiftly patted at the lattice of the garden gate.
679,glottal_flap,"Sitting in the attic, Betty knitted a sweater as the sunlight flickered."
680,glottal_flap,Betty took a bite of the gritty peanut butter before heading to the subway.
681,glottal_flap,"After they settled the matter, he muttered about needing to critique the local art exhibit."
682,glottal_flap,"Amidst the clatter, he encountered a gritty subplot that shattered his expectations."
683,glottal_flap,Fluttering petals settle subtly atop the glittering surface of the brook.
684,glottal_flap,She had to put the gritty peanut butter in a little metal container.
685,glottal_flap,"The kitten darted swiftly across the cluttered attic, scattering the litter in its path."
686,glottal_flap,"Chatting with Eddie, she jittered while he put the kettle on."
687,glottal_flap,"Flitting across the street, she spotted a kitten batting at litter in the gutter."
688,glottal_flap,"After he subtly edited the gritty footage, they opted for a different route to highlight it."
689,glottal_flap,"Sitting pretty, the little kitten eagerly patted at the fluttering butterfly."
690,glottal_flap,"Amidst the chatter, she subtly stated how utterly fascinating that gadget's mechanism was."
691,glottal_flap,"Fitting the lattice together, she cut a pattern that'll shimmer in any setting."
692,glottal_flap,"While hiking, she effortlessly chatted about her recent pottery endeavors."
693,glottal_flap,The toddler giggled as he spotted a little caterpillar fluttering on the lattice.
694,glottal_flap,"While chatting idly, Rita knitted a sweater with delicate patterns."
695,glottal_flap,I spotted the kitten napping amid the scattered autumn leaves.
696,glottal_flap,"Without a hint of panic, she effortlessly uttered the letter at the meeting."
697,glottal_flap,Cater to the subtle chatter of witty critters in the attic.
698,glottal_flap,"While the kitten darted across the gritty path, Betty muttered softly about her cluttered itinerary."
699,glottal_flap,"Hitting the gritty, she muttered about settling in this quaint little city."
700,glottal_flap,"After the gig, Betty muttered softly about quitting her band entirely."
701,glottal_flap,Katie mended the little sweater in a flurry before leaving for Toronto.
702,glottal_flap,"After the gritty battle, she uttered a subtle invitation to visit her favorite little café."
703,glottal_flap,"While the kitten tittered on the mat, she set a battered plate of spaghetti next to it."
704,lexical_stress_shift,"After the play, we need to address the address on Main Street."
705,lexical_stress_shift,The subject of the ongoing project is to present a present for evaluation.
706,lexical_stress_shift,She can project the project if everyone agrees on the plan.
707,lexical_stress_shift,The board will present the present at the ceremony later.
708,lexical_stress_shift,The suspect will present a convincing present to the judge.
709,lexical_stress_shift,The engineers will project the project's timeline during the conference.
710,lexical_stress_shift,I need to perfect the perfect method for our project.
711,lexical_stress_shift,"During the fair, they will present the present to the winner of the art contest."
712,lexical_stress_shift,The team will update the update once they get more information.
713,lexical_stress_shift,Please permit the permit to be reviewed before we proceed.
714,lexical_stress_shift,The suspect will not permit them to review the permit until tomorrow.
715,lexical_stress_shift,The city plans to permit the permit next month.
716,lexical_stress_shift,The managers will project the new project to everyone in the afternoon meeting.
717,lexical_stress_shift,The lead singer will lead the band through the new song tonight.
718,lexical_stress_shift,"Before you project your final project, let's discuss the details."
719,lexical_stress_shift,They plan to produce the produce on our next trip.
720,lexical_stress_shift,She will present the perfect present at the ceremony tonight.
721,lexical_stress_shift,The suspect will present a strong present to the court tomorrow.
722,lexical_stress_shift,"To address the issue, they refuse to accept the refuse piling up in the alley."
723,lexical_stress_shift,The band will present their new present at the concert tonight.
724,lexical_stress_shift,"Before you present the present, make sure it's wrapped nicely."
725,lexical_stress_shift,The manager will present the present to everyone at the office party.
726,lexical_stress_shift,The project lead will address the address at the conference tomorrow.
727,lexical_stress_shift,She plans to present the present after dinner.
728,lexical_stress_shift,She will present the present to her colleague when they arrive.
729,lexical_stress_shift,The band will present a dazzling present at the concert tonight.
730,lexical_stress_shift,"The protesters refuse to give in, even as officials prepare to refuse their request."
731,lexical_stress_shift,The authorities refuse to permit the permit without proper documentation.
732,lexical_stress_shift,"During the interview, they will present a compelling present to the audience."
733,lexical_stress_shift,They suspect the suspect was at the scene last night.
734,lexical_stress_shift,The farmers produce fresh produce every morning.
735,prosodic_boundary_error,"She offered him, gladly, her support. vs. She offered him gladly—her support."
736,prosodic_boundary_error,"Without the pauses, the cat sleeps on, the mat stays empty."
737,prosodic_boundary_error,Without the right context—things change rapidly.
738,prosodic_boundary_error,"I asked him, to prepare the report—by Friday. vs. I asked him to prepare—the report by Friday."
739,prosodic_boundary_error,"Without her, knowing the truth is impossible."
740,prosodic_boundary_error,"I can't recommend, Sarah needs more training."
741,prosodic_boundary_error,The consultant—hired last week—is invaluable versus The consultant hired last week—is invaluable.
742,prosodic_boundary_error,The professor said the research team is outstanding—his assistant disagreed.
743,prosodic_boundary_error,The teacher said the student failed—unfortunately.
744,prosodic_boundary_error,She didn't promise—to return quickly.
745,prosodic_boundary_error,"The teacher said, ""Michael is a genius,"" not surprised. vs. The teacher said Michael is a genius—not surprised."
746,prosodic_boundary_error,"The teacher said the student is, excellent."
747,prosodic_boundary_error,"She chose, wisely to invest her time versus She chose wisely, to invest her time."
748,prosodic_boundary_error,"The chef said, ""The soup needs salt,"" not the stew."
749,prosodic_boundary_error,"I saw the man, with binoculars versus I saw the man with binoculars."
750,prosodic_boundary_error,"She said, ""it's ready""—now we wait. vs. She said it's ready now—we wait."
751,prosodic_boundary_error,I invited John and Sarah—to dinner turned out to be a mistake.
752,prosodic_boundary_error,She runs fast—when she's chased.
753,prosodic_boundary_error,She didn't find it—surprising at all.
754,prosodic_boundary_error,She will call him a cab or taxi.
755,prosodic_boundary_error,"The results, announced today—were surprising."
756,prosodic_boundary_error,"She finds inspiration in cooking, her family thinks she does too little."
757,prosodic_boundary_error,"The professor said, ""The results are surprising""—he concluded the experiment."
758,prosodic_boundary_error,She called the police officer—who was off duty—a hero.
759,prosodic_boundary_error,"I promised to help, Jane decided vs. I promised—to help Jane—decided."
760,prosodic_boundary_error,"She asked if we were eating, dessert or skipping it."
761,prosodic_boundary_error,"She suggested helping, Jack declined."
762,prosodic_boundary_error,She finds inspiration in unexpected places where others—see nothing.
763,prosodic_boundary_error,"The teacher said the student is brilliant vs. The teacher, said the student, is brilliant."
764,prosodic_boundary_error,"She finds inspiration in cooking, her family says. vs. She finds inspiration in cooking her family, says."
765,creaky_voice,"After all this time, I suppose... nothing really matters anymore."
766,creaky_voice,"After everything we've been through, I suppose... this is goodbye."
767,creaky_voice,Sometimes I wonder if... I'll ever truly find my place.
768,creaky_voice,I thought we had it all... but maybe I was wrong.
769,creaky_voice,Sometimes I wonder if... we're truly happy anymore.
770,creaky_voice,I thought I knew who I was... but now... I'm not so sure.
771,creaky_voice,After all these years... I'm not sure who I really am anymore.
772,creaky_voice,"I suppose... it's time to let go, even if it feels like... the hardest thing."
773,creaky_voice,I thought we understood each other but... I might have been wrong about that.
774,creaky_voice,Sometimes I wonder... if I've ever truly been happy.
775,creaky_voice,Sometimes I wonder if... this was ever truly meant to be.
776,creaky_voice,"Sometimes, I wonder if... we ever really understood each other at all."
777,creaky_voice,"Sometimes, the things we thought were certain... just aren't anymore."
778,creaky_voice,Sometimes I wonder... if I've truly found where I belong.
779,creaky_voice,"Sometimes, I wonder if... we'll ever feel whole again."
780,creaky_voice,I thought... perhaps this time... it would be different.
781,creaky_voice,And sometimes... I wonder if I'll ever feel truly at home.
782,creaky_voice,Sometimes I wonder if... we were ever truly happy.
783,creaky_voice,"I thought... we could trust each other, but now... I'm not so sure."
784,creaky_voice,I thought I knew who I was... but now... I'm not so sure anymore.
785,creaky_voice,"Sometimes... I wonder if I've made the right choice, or if I'm just fooling myself."
786,creaky_voice,"I suppose... there’s no going back now, is there?"
787,creaky_voice,"Sometimes, I wonder if... I'll ever find my place in the world."
788,creaky_voice,Sometimes... I wonder if this is all there is... to life.
789,creaky_voice,"After all this time, perhaps... we were just dreaming after all."
790,creaky_voice,"I always thought things would get better, but... now I'm not so sure."
791,creaky_voice,I've been thinking... and maybe I need some time... alone.
792,creaky_voice,I thought I knew... but now I'm not so sure anymore.
793,creaky_voice,"I've been thinking, and... maybe we should just go our separate ways."
794,creaky_voice,"It's strange how things change and yet... we still feel the same, deep inside."
795,interrogative_intonation,"The meeting's tomorrow, isn't it?"
796,interrogative_intonation,You're going to the concert tomorrow?
797,interrogative_intonation,You're going to the conference?
798,interrogative_intonation,You actually believed that?
799,interrogative_intonation,You’re going to wear that outfit?
800,interrogative_intonation,You're going to the meeting later?
801,interrogative_intonation,You booked the tickets already?
802,interrogative_intonation,The meeting is today?
803,interrogative_intonation,He's joining us for dinner?
804,interrogative_intonation,You ordered the vegetarian dish?
805,interrogative_intonation,You're moving to France?
806,interrogative_intonation,"You’re going to the concert tonight, aren’t you?"
807,interrogative_intonation,You saw the new movie already?
808,interrogative_intonation,You took the last piece of cake?
809,interrogative_intonation,You're meeting them at 8:00?
810,interrogative_intonation,"He's going to fix the car, isn't he?"
811,interrogative_intonation,"The concert is tonight, isn’t it?"
812,interrogative_intonation,You’re leaving already?
813,interrogative_intonation,"You're meeting us at the cafe later, aren't you?"
814,interrogative_intonation,You're going to the meeting tomorrow?
815,interrogative_intonation,You remembered to lock the door?
816,interrogative_intonation,You forgot to send the email?
817,interrogative_intonation,"You're meeting us at the café, aren't you?"
818,interrogative_intonation,You're joining us for dinner?
819,interrogative_intonation,"You’ve met him before, haven't you?"
820,interrogative_intonation,How's the weather today?
821,interrogative_intonation,"You're meeting him later, aren't you?"
822,interrogative_intonation,"You’re going to call him, aren’t you?"
823,interrogative_intonation,"You're going to the conference next week, aren't you?"
824,interrogative_intonation,"You're meeting us at the cafe, aren't you?"
825,interrogative_intonation,You’re going to the meeting tomorrow?
826,disfluency_fillers,"So, uh, I was thinking maybe we could, um, go to that new place for dinner—you know which one I'm talking about?"
827,disfluency_fillers,"Yeah, so I was, um, thinking we could maybe try that new restaurant tonight—unless you have other plans?"
828,disfluency_fillers,"So, um, I was thinking we could maybe, you know, try that new restaurant tomorrow—unless you're busy?"
829,disfluency_fillers,"So, um, I was thinking, like, maybe we could go to the new restaurant tonight, you know?"
830,disfluency_fillers,"Yeah, so I was, um, just thinking that maybe we could, you know, try a different approach this time."
831,disfluency_fillers,"So, I was, uh, thinking we should maybe, you know, try that new restaurant tonight?"
832,disfluency_fillers,"So, uh, I was thinking we could maybe, you know, grab dinner or something—if you're free."
833,disfluency_fillers,"Uh, I was just, um, wondering if you, like, wanted to grab coffee later?"
834,disfluency_fillers,"So, I was, uh, planning to go to the store and then, you know, maybe hit the gym afterwards."
835,disfluency_fillers,"So, uh, I was like trying to decide what to do next, and then I thought—um, maybe I should just call her first."
836,disfluency_fillers,"So, I was, um, trying to remember where we left off in the meeting yesterday, you know?"
837,disfluency_fillers,"So, uh, I was, like, thinking maybe we could grab dinner or something before the movie—if that's cool with you?"
838,disfluency_fillers,"So, uh, I was thinking we could maybe, um, grab dinner at that new place—unless, you know, you'd rather do something else."
839,disfluency_fillers,"Um, so I was thinking that maybe we should, you know, try going there earlier next time—like, just to avoid the traffic."
840,disfluency_fillers,"So, um, I was thinking that maybe we could, like, you know, try that new restaurant tonight?"
841,disfluency_fillers,"Yeah, so I was, uh, thinking maybe we could, like, try that new restaurant if you're up for it?"
842,disfluency_fillers,"Yeah, so I was, um, thinking maybe we could, you know, grab dinner before the movie?"
843,disfluency_fillers,"So, um, I was thinking that we could, you know, maybe try going there a bit earlier—like around ten or so?"
844,disfluency_fillers,"So, uh, I was thinking that maybe we could, you know, go to the movies tonight or something."
845,disfluency_fillers,"So, uh, I was kinda thinking we could maybe, you know, try that new restaurant tonight?"
846,disfluency_fillers,"So, uh, I was wondering if, you know, maybe we should just go ahead and cancel the meeting."
847,disfluency_fillers,"So, I was like, uh, thinking maybe we could, you know, go to that new restaurant tonight?"
848,disfluency_fillers,"So, um, I was planning to go to the store, but then I realized—uh, you know, I forgot my wallet."
849,disfluency_fillers,"Yeah, so, I was, uh, thinking we should probably—um, you know—start earlier tomorrow."
850,disfluency_fillers,"So, uh, I was thinking maybe we could, you know, go see a movie or something this weekend?"
851,disfluency_fillers,"So, um, I was thinking that maybe we could, you know, try the new restaurant tonight?"
852,disfluency_fillers,"So, um, I guess we should probably start heading out soon, you know?"
853,disfluency_fillers,"Yeah, I was, um, thinking we could maybe grab dinner later, you know, if you're free?"
854,disfluency_fillers,"So, I was, um, thinking maybe we could, like, go to the movie tonight if you're free?"
855,disfluency_fillers,"So, uh, I was thinking maybe we could, you know, like, try that new restaurant tonight?"
856,disfluency_fillers,"Uh, so I was thinking we could, um, maybe go to the new cafe, you know, if you're free this afternoon."
857,disfluency_fillers,"So, um, I was wondering if you maybe wanted to, uh, join us for dinner tonight?"
858,disfluency_fillers,"So, um, I was thinking we could, uh, maybe go to that new café later if, you know, you're not busy or anything."
859,disfluency_fillers,"So, I was, um, thinking about going to the store, but then I realized, you know, that it might be too late."
860,disfluency_fillers,"So, uh, I was, um, thinking we should probably leave by five—just to be safe, you know?"
861,disfluency_fillers,"So, I was, uh, thinking that maybe we should, you know, try that new restaurant tonight?"
862,disfluency_fillers,"So, um, I was, like, thinking we could maybe catch a movie or something tonight?"
863,disfluency_fillers,"So, uh, I was like trying to remember what time the meeting starts, you know?"
864,disfluency_fillers,"So, uh, I was kinda thinking that we should maybe, like, you know, try a different approach this time."
865,disfluency_fillers,"So, uh, I was thinking we could maybe, um, try that new place for dinner tonight?"
866,disfluency_fillers,"Yeah, so I was, um, thinking that we could maybe grab lunch—uh, you know if you're not too busy."
867,disfluency_fillers,"Um, so I was like, thinking we could maybe—uh, you know—go see a movie tonight?"
868,disfluency_fillers,"So, um, I was wondering if you could, uh, help me with this thing tomorrow—if you're free, you know?"
869,disfluency_fillers,"So, um, I was thinking we could maybe go to the new restaurant tonight—uh, what do you think?"
870,disfluency_fillers,"So, uh, I was thinking we could, um, maybe go to that new restaurant tonight, you know?"
871,disfluency_fillers,"Um, I was thinking we could, uh, maybe go to the park later if, you know, it doesn't rain."
872,disfluency_fillers,"So, um, I was thinking maybe we could, you know, go to that new cafe on Main Street?"
873,disfluency_fillers,"So, um, I was thinking we could maybe, you know, try that new restaurant tonight if you're up for it?"
874,disfluency_fillers,"So, um, I was thinking we could, uh, maybe go to the movies tonight?"
875,disfluency_fillers,"So, uh, I was thinking, you know, maybe we could just, um—go there tomorrow instead?"
876,disfluency_fillers,"So, um, you know how I was supposed to, like, finish that report by today?"
877,disfluency_fillers,"So, uh, I was thinking we could, um, maybe go to the movies tonight or—well, unless you had other plans?"
878,disfluency_fillers,"So, I was, um, thinking that maybe we should, like, try a different restaurant tonight?"
879,disfluency_fillers,"So, um, I was thinking maybe we could, like, go to the new cafe or something—unless you have a better idea?"
880,disfluency_fillers,"So, um, I was thinking we could maybe, uh, head to that new cafe later, you know?"
881,disfluency_fillers,"So, um, I was thinking we could maybe, like, grab a coffee later if you're free?"
882,disfluency_fillers,"So, um, I was thinking we could, you know, maybe try that new restaurant tonight?"
883,disfluency_fillers,"So, uh, I was thinking maybe we could, um, try that new restaurant tonight—if you’re up for it?"
884,disfluency_fillers,"So, uh, you know, I was thinking maybe we could—um—go to that new restaurant tonight?"
885,disfluency_fillers,"So, um, I was thinking we could maybe, you know, try that new restaurant tonight?"
886,disfluency_fillers,"So, I was, uh, thinking maybe we could, you know, grab dinner later if you're free?"
887,disfluency_fillers,"So, um, I was thinking we could maybe, uh, try that new restaurant tonight—if you're free?"
888,disfluency_fillers,"Uh, I was, you know, just thinking that maybe we should—um—try a different approach."
889,disfluency_fillers,"So, uh, you know when we were, like, talking about the meeting—did we say it was at three or something?"
890,disfluency_fillers,"So, I was thinking, uh, maybe we could, um, go to the new cafe tomorrow if you're free?"
891,disfluency_fillers,"So, uh, I was kinda thinking we should, you know, maybe try that new restaurant tonight?"
892,disfluency_fillers,"So, I was, uh, planning to go out tonight but, um, I’m not sure what time I'll be back."
893,disfluency_fillers,"So, uh, I was thinking we could maybe, you know, try that new restaurant tonight—if you're up for it?"
894,disfluency_fillers,"So, um, I was thinking we could, you know, maybe catch a movie or something tonight?"
895,disfluency_fillers,"Yeah, so I was, um, thinking we could, like—uh—maybe meet up later if you're free."
896,disfluency_fillers,"So, uh, I was thinking we could maybe, um, go to that new restaurant tonight—if you're up for it?"
897,disfluency_fillers,"Uh, I was, um, thinking we could maybe try that new place downtown, you know?"
898,disfluency_fillers,"Um, I was, you know, thinking of maybe going to the store later if, uh, that's alright with you."
899,disfluency_fillers,"So, uh, I was thinking we could, you know, maybe go to that new restaurant later if you're up for it."
900,disfluency_fillers,"So, um, I was thinking we could maybe, uh, you know, try that new restaurant tonight?"
901,disfluency_fillers,"Uh, so I was, like, thinking we could maybe—um—go see a movie tonight if you're free."
902,disfluency_fillers,"So, I was, um, thinking we could maybe try that new restaurant—unless, you know, you'd rather do something else?"
903,disfluency_fillers,"So, uh, I was thinking we could maybe, like, go to that new restaurant tomorrow, you know?"
904,disfluency_fillers,"So, uh, I was planning to, you know, go to the store, but then I realized—um—I forgot my wallet."
905,disfluency_fillers,"Uh, I guess I'll, um, try to get there earlier, you know, just in case there's traffic or something."
906,disfluency_fillers,"So, uh, I was thinking we could, you know, maybe go grab some coffee later if you're free."
907,disfluency_fillers,"So, um, I was thinking we could, you know, maybe go to the park later if you're up for it."
908,disfluency_fillers,"So, uh, I was, you know, thinking maybe we should, um, try that new restaurant tonight."
909,disfluency_fillers,"So, um, I was thinking we could maybe go to the movies or, you know, just grab dinner instead?"
